Time (UTC),Carbon (kg/kWh)
2022-09-22 00,0.13987659997245536
2022-09-22 00,0.13895976298041393
2022-09-22 00,0.1408785451720185
2022-09-22 00,0.14666168667629723
2022-09-22 00,0.1502013646505258
2022-09-22 00,0.14760370629833994
2022-09-22 00,0.14352510477529967
2022-09-22 00,0.14156028217423863
2022-09-22 00,0.13628299338782915
2022-09-22 00,0.13944627743786198
2022-09-22 00,0.1358106798800386
2022-09-22 00,0.1369322595544861
2022-09-22 00,0.13710354844167466
2022-09-22 00,0.13795659582003572
2022-09-22 00,0.1340364467421209
2022-09-22 00,0.12818065727460373
2022-09-22 00,0.1289525609396021
2022-09-22 00,0.1278174143919106
2022-09-22 00,0.1298382035469085
2022-09-22 00,0.13179399115768445
2022-09-22 00,0.13225174758401806
2022-09-22 00,0.13363036320934207
2022-09-22 00,0.1340751860890506
2022-09-22 00,0.13427154860233553
2022-09-22 00,0.12956701885528324
2022-09-22 00,0.12699035572135456
2022-09-22 00,0.12696805628824007
2022-09-22 00,0.13025476857733917
2022-09-22 00,0.13295206145831384
2022-09-22 00,0.1378838898650406
2022-09-22 00,0.1399264207535602
2022-09-22 00,0.14232692084886367
2022-09-22 00,0.14786242876831793
2022-09-22 00,0.1470408786033582
2022-09-22 00,0.14433578669103164
2022-09-22 00,0.14731623421666848
2022-09-22 00,0.15107051451074066
2022-09-22 00,0.15204212333385023
2022-09-22 00,0.1381206417578395
2022-09-22 00,0.13178643458717604
2022-09-22 00,0.12545357378846328
2022-09-22 00,0.12404930559096952
2022-09-22 00,0.12995724604010384
2022-09-22 00,0.13339503442354397
2022-09-22 00,0.13496947076117607
2022-09-22 00,0.13652492360103066
2022-09-22 00,0.13863633307022857
2022-09-22 00,0.13996476461653895
2022-09-22 00,0.13499582282436842
2022-09-22 00,0.13391075573635647
2022-09-22 00,0.1357940021032555
2022-09-22 00,0.13418832978649445
2022-09-22 00,0.1295681663207002
2022-09-22 00,0.12801566084562602
2022-09-22 00,0.1329799865207565
2022-09-22 00,0.13316073422857336
2022-09-22 00,0.12645362853748832
2022-09-22 00,0.12576642343579963
2022-09-22 00,0.12559762039930747
2022-09-22 00,0.12337602740134494
2022-09-22 00,0.11967346595916181
2022-09-22 00,0.11831956614882326
2022-09-22 00,0.1106365467526116
2022-09-22 00,0.10063685065827462
2022-09-22 00,0.0965976976611257
2022-09-22 00,0.09467659477183785
2022-09-22 00,0.09537959239969125
2022-09-22 00,0.10410008368443817
2022-09-22 00,0.1109238719886979
2022-09-22 00,0.11288613192114742
2022-09-22 00,0.1151979989933614
2022-09-22 00,0.11186047550839805
2022-09-22 00,0.10925064997292028
2022-09-22 00,0.1107672952894386
2022-09-22 00,0.11553938763423309
2022-09-22 00,0.12190954214519972
2022-09-22 00,0.12539832614303156
2022-09-22 00,0.1278476419635742
2022-09-22 00,0.1277367791136967
2022-09-22 00,0.12697527132411832
2022-09-22 00,0.1191413169901405
2022-09-22 00,0.11623960837455338
2022-09-22 00,0.11668724256376929
2022-09-22 00,0.11916622368159255
2022-09-22 00,0.11981668484768335
2022-09-22 00,0.12148927989703064
2022-09-22 00,0.11457317093895784
2022-09-22 00,0.10405845754644018
2022-09-22 00,0.10322358245524564
2022-09-22 00,0.10838821265412006
2022-09-22 00,0.10834828776827063
2022-09-22 00,0.11268954153968058
2022-09-22 00,0.11678237333510152
2022-09-22 00,0.12114606363263289
2022-09-22 00,0.12087698145151524
2022-09-22 00,0.123070180695746
2022-09-22 00,0.12546115422413573
2022-09-22 00,0.12419774772419293
2022-09-22 00,0.13653565412438984
2022-09-22 00,0.14543236057234382
2022-09-22 00,0.14252045299245553
2022-09-22 00,0.14122075931050718
2022-09-22 00,0.1368638538407712
